Target UniProt ID,Ligand ID,Label
P47871,drug65981,0
P29274,drug12885,1
O95136,drug21335,1
P51677,drug3181,1
Q9BY21,drug18025,0
O60755,drug51853,1
O43614,drug57736,1
Q9NYV7,drug28079,0
Q99677,drug16330,0
Q9HB89,drug16950,0
Q9UBY5,drug2293,1
P43114,drug54984,0
P30937,drug45992,0
Q01726,drug1653,1
Q13258,drug67664,0
P21453,drug59274,1
P24530,drug35876,0
O08858,drug25769,0
Q15077,drug58372,0
P43088,drug56461,1
P28223,drug65599,1
P32247,drug46515,1
P46093,drug4419,0
Q9NYW7,drug23025,0
P32239,drug48789,1
P28222,drug14916,0
P25090,drug65282,1
P07550,drug63985,1
Q9Y5Y4,drug29421,1
Q8K4Z6,drug29176,0
P49685,drug7364,0
P08908,drug72406,1
O14842,drug23498,0
P20309,drug16130,1
Q13258,drug1840,1
P34981,drug22205,0
O43193,drug58042,1
Q13258,drug45597,1
Q9Y271,drug30982,1
Q9JL06,drug68992,0
Q9UP38,drug45885,0
P34972,drug60747,1
Q3U6B2,drug435,0
P47746,drug49921,0
O15303,drug69461,1
P32245,drug19639,1
Q5NUL3,drug2351,1
P07550,drug20413,1
P28221,drug24355,1
Q9UBY5,drug72435,1
Q924T9,drug13350,0
P41143,drug46921,1
P35346,drug34850,1
Q5NUL3,drug43375,1
P35372,drug26235,1
P30874,drug60876,1
P29275,drug41057,1
P32302,drug70053,0
Q60612,drug68214,0
P41594,drug71227,1
O43613,drug59605,1
P35348,drug55776,1
Q9HBX9,drug17901,1
O00574,drug30974,0
Q80Z39,drug70650,0
Q8TDV5,drug37893,1
Q9Y5N1,drug58164,1
P97639,drug32779,0
Q91X56,drug41389,0
P33032,drug41682,0
P59551,drug6595,0
P59543,drug49526,0
P08173,drug59994,1
P21730,drug11919,0
P41594,drug27274,1
P43115,drug72250,0
P35372,drug19156,1
Q9Y5N1,drug35546,1
Q99835,drug10065,1
O43613,drug31507,1
Q9Y2T6,drug16145,1
P35367,drug20367,0
P25025,drug69713,1
Q60613,drug68204,0
P14842,drug16379,0
Q924U1,drug43356,0
P34972,drug43355,1
P49019,drug6656,1
Q8K4Z6,drug60995,0
Q92847,drug5105,1
P11229,drug32638,1
Q01717,drug10832,0
P35000,drug23969,0
Q8TDV5,drug27558,1
Q9HBX9,drug39060,1
P43119,drug51592,1
P32245,drug40676,1
P21728,drug17014,1
Q15391,drug21148,1
P58307,drug1384,0
Q9Z2J6,drug38126,0
P30968,drug28803,1
Q15722,drug32446,0
P35462,drug11878,0
Q5NUL3,drug16700,1
P59537,drug32913,0
Q15722,drug37363,1
P34972,drug6717,0
P35372,drug24603,0
P30988,drug10101,0
P30968,drug45668,1
Q99500,drug63612,1
Q9HBX9,drug55766,0
Q9NQS5,drug35105,1
Q9Z0U4,drug44823,0
P51684,drug71080,1
P16610,drug70446,0
P30543,drug10306,0
Q9Y271,drug23045,1
P41231,drug41164,1
P30938,drug16247,0
Q9BZJ8,drug13833,0
P21453,drug47110,1
Q80SS6,drug49914,0
P23944,drug3866,0
O43614,drug12754,1
Q9BXC0,drug71597,1
Q8TDV5,drug57230,1
Q6YNI2,drug63870,0
Q969F8,drug33049,1
O43613,drug43956,0
O43613,drug71187,1
P49238,drug55549,0
P32247,drug14381,1
Q6NS65,drug46861,0
Q9NSD7,drug66383,1
P32745,drug13421,0
P35372,drug38375,1
P0DMS8,drug47068,1
P49682,drug20460,1
Q99705,drug48064,1
Q3U6B2,drug58080,0
P35375,drug8675,1
Q8TDS4,drug2513,1
O00398,drug37856,0
O14842,drug29888,1
Q8TDS4,drug56279,0
O08565,drug10648,0
Q9ERZ4,drug48682,0
P29275,drug39448,0
Q92847,drug45507,0
Q96G91,drug4618,0
Q923Y7,drug61190,0
P41597,drug320,1
Q5QD15,drug46069,0
P41595,drug24837,0
Q9Y5N1,drug4923,1
P47211,drug60750,0
P24053,drug50188,0
Q96RJ0,drug7259,0
P56481,drug40933,0
Q14833,drug4809,1
P41143,drug42396,1
P49238,drug27039,0
Q9Y5Y4,drug65580,1
O14843,drug46672,0
P35462,drug39555,1
P08912,drug61830,0
Q9Y5Y4,drug36219,1
P41595,drug68487,1
Q96RJ0,drug29182,1
Q61616,drug36205,0
P08909,drug70898,0
O00574,drug25519,0
P35370,drug60398,0
P16610,drug40444,0
P47871,drug54066,0
P51683,drug44673,0
O75899,drug32372,0
P32247,drug21094,0
P41595,drug50776,0
P07550,drug1388,1
Q13258,drug42540,0
P43220,drug21611,1
O15552,drug28451,1
Q8TCW9,drug59509,0
P43220,drug16106,1
P43088,drug41578,1
P41146,drug18566,1
Q924T9,drug48731,0
O14842,drug13435,1
P28336,drug60630,0
O43613,drug44975,0
Q96RJ0,drug37321,1
P41595,drug36568,1
O35659,drug24229,0
Q62035,drug50914,0
P25929,drug2857,1
Q99500,drug34804,1
Q9R261,drug68808,0
P41595,drug56084,0
Q9NQS5,drug5653,1
P32245,drug6228,1
Q9Y5N1,drug26061,1
Q9NYV8,drug17521,1
P34972,drug2928,1
Q9ULV1,drug60399,0
Q8TDV5,drug45305,1
P34972,drug15071,1
Q9HBX9,drug45697,1
O43614,drug12500,1
P18089,drug10222,0
P41145,drug65874,1
Q9Y5N1,drug27500,1
O43614,drug56955,1
Q9H255,drug53266,0
Q3U6B2,drug61885,0
P20309,drug40453,0
P41145,drug59279,1
P28223,drug64986,1
Q96G91,drug26892,0
P35414,drug61676,1
Q01717,drug60674,0
P14416,drug57645,1
P35408,drug57738,1
P41597,drug39892,0
P43088,drug69196,1
P30551,drug15252,1
P33533,drug65982,0
P43119,drug44597,0
P55085,drug60474,0
Q96RI0,drug19746,1
Q9ULV1,drug54466,0
Q9BXC0,drug61332,1
P21453,drug11393,1
P48145,drug4885,1
Q9H3N8,drug36666,0
P41597,drug63702,1
P30559,drug43539,0
Q8TDU6,drug58541,0
P37288,drug30476,0
P51686,drug37283,0
P55085,drug3787,0
P30935,drug24348,0
P23945,drug19088,0
P48303,drug49145,0
P25106,drug65508,0
O95136,drug60484,1
Q9HBX9,drug12025,1
P11229,drug9439,1
P13945,drug55362,1
P58307,drug41432,0
P28223,drug71791,1
P13945,drug28711,1
P61168,drug43800,0
Q5NUL3,drug57824,1
P21453,drug56877,1
O88536,drug24173,0
P41145,drug10022,1
O15354,drug66198,0
P35408,drug12436,1
O88855,drug35443,0
Q9EQ31,drug27602,0
P28336,drug9585,0
Q99705,drug56613,1
P32239,drug18683,0
P41143,drug48498,1
P08912,drug10484,1
P41595,drug48343,1
P25025,drug19258,1
P35414,drug10295,1
P28335,drug49943,1
Q99705,drug16883,0
Q76EI6,drug46534,0
P43220,drug51473,1
P51582,drug32714,1
P41143,drug28675,1
Q9Y5X5,drug55268,0
Q8TDV5,drug32745,1
Q01726,drug47920,1
Q9ERC0,drug46116,0
Q9HBX9,drug2760,1
Q3U6B2,drug32443,0
P41594,drug44209,1
P08909,drug47961,0
Q9NPC1,drug25083,0
Q8VCK6,drug24332,0
P59543,drug31260,0
P14416,drug71786,1
P41146,drug21522,1
Q9H244,drug9064,0
P21453,drug62010,1
P49683,drug71764,0
P30680,drug19955,0
O95977,drug18856,1
P08485,drug50269,0
Q9BPV8,drug64209,0
Q99500,drug24500,1
Q13639,drug35734,0
P47901,drug68840,0
Q8K4Z6,drug1765,0
P37288,drug39795,0
P46095,drug27904,0
Q14833,drug5053,1
Q92847,drug5902,1
P08483,drug69979,0
P41594,drug41842,1
P21554,drug72034,0
P48145,drug904,0
Q16581,drug6397,1
P08588,drug9936,1
Q9BXC0,drug3312,0
P08908,drug68768,1
P47898,drug56850,0
Q15077,drug49088,0
P32246,drug9677,1
Q9ERZ4,drug5123,0
Q13324,drug14353,1
Q9HBW0,drug63745,0
P43220,drug59437,1
Q13258,drug64566,0
Q00788,drug59758,0
Q9HBX9,drug26696,1
P46095,drug26253,1
Q14832,drug15676,1
O08790,drug48040,0
O43613,drug39220,1
O14842,drug43467,0
P35367,drug12628,0
P29274,drug23684,1
P30988,drug56449,1
P08483,drug50824,0
P28336,drug14148,1
P35377,drug17567,0
P21462,drug20616,0
P43115,drug8473,1
P29274,drug12333,1
Q9H244,drug44272,1
Q86Y34,drug19286,0
P49146,drug16635,1
P51681,drug36342,1
P41145,drug39455,1
Q9R0Q2,drug67336,0
P41143,drug12543,1
Q8BLG2,drug62846,0
O43603,drug57031,1
P32245,drug68530,0
Q99705,drug45174,1
Q8TDV5,drug64715,1
Q8TDV5,drug67251,0
P49682,drug29860,0
P18090,drug26107,0
Q96RI0,drug21473,1
O08565,drug34774,0
P14416,drug51177,1
P33533,drug45447,0
P11229,drug6004,1
Q9Y5X5,drug2894,1
P41145,drug14498,0
P59543,drug16409,0
P18089,drug33326,1
Q9HBX9,drug40090,1
Q9Y2T6,drug32804,1
Q99705,drug45637,1
P0DMS8,drug33164,0
Q96RJ0,drug43813,1
O95977,drug1048,0
Q14831,drug21735,0
Q8TDS4,drug69841,1
P21453,drug15103,1
Q9BPV8,drug72344,0
Q923Y9,drug59352,0
P08173,drug56479,1
O14842,drug47073,1
Q14833,drug55978,1
P29275,drug44492,1
P47866,drug35122,0
P43252,drug27893,0
P47871,drug4625,1
Q9HBX9,drug48856,1
Q6NS65,drug20333,0
Q61041,drug5085,0
Q96RJ0,drug64857,1
P08908,drug16706,1
P16610,drug35063,0
P28565,drug65909,0
P35368,drug62917,0
P30966,drug57119,0
P32246,drug36055,0
P34972,drug72011,0
P32246,drug12155,1
Q9HBX9,drug19665,1
O08790,drug3507,0
O43613,drug33523,0
Q9NYV9,drug43419,0
Q96G91,drug66896,0
Q9BXC0,drug61322,0
P24530,drug65834,0
P25102,drug64465,0
P41594,drug6069,1
P30936,drug43934,0
P41146,drug18411,1
P41595,drug66641,1
Q14832,drug70837,1
Q9HBX9,drug10248,1
Q9QYN8,drug37536,0
P43253,drug27604,0
P59539,drug8335,0
P41594,drug56112,1
P47900,drug48735,1
P59533,drug1028,0
Q9ERC0,drug49185,0
P58406,drug48487,0
Q96RI0,drug22215,1
Q9JL06,drug44491,0
P97926,drug28412,0
P16610,drug57656,0
P49683,drug5508,0
P49019,drug65019,1
P11229,drug21755,0
P46095,drug49346,1
Q9Y271,drug38056,1
P34972,drug42514,1
O75388,drug48798,0
Q9HBX9,drug49307,1
P35372,drug40204,1
Q9H244,drug7565,0
Q99835,drug66691,1
Q9HBX9,drug14133,1
Q99835,drug15661,1
Q9HBX9,drug24711,1
P51677,drug19787,0
O88536,drug31058,0
Q80SS6,drug8310,0
P28223,drug57579,1
P97926,drug30662,0
Q5QD15,drug71465,0
P32246,drug9460,1
Q01776,drug24171,0
P51681,drug42923,1
P34972,drug45453,1
P25025,drug7544,1
Q9HBX9,drug20726,1
P08173,drug48399,1
P12657,drug37113,0
P25025,drug58231,0
P41145,drug26416,1
P41146,drug50715,0
P70658,drug50774,0
Q99835,drug9205,1
Q9NYW7,drug36362,0
Q9Y2T6,drug18135,1
P59541,drug46844,0
P35370,drug70872,1
P41594,drug66146,0
P48442,drug14809,0
P43116,drug39558,1
Q9H244,drug696,1
P07550,drug12251,1
Q92847,drug50910,1
Q9H244,drug49197,1
P41597,drug12593,1
Q86Y34,drug72539,0
P43220,drug19102,1
P50052,drug15137,0
Q8TDS4,drug65157,1
Q9GZN0,drug46024,0
P08908,drug48075,1
P24530,drug16595,0
P41968,drug59795,1
P59537,drug33596,0
Q60612,drug7527,0
P21728,drug24068,0
P41145,drug39519,1
P41146,drug64177,1
Q9UKP6,drug48084,0
P32249,drug54956,0
P21729,drug21798,0
P08912,drug31879,0
Q8TDV5,drug11396,1
Q7Z601,drug4111,0
P41595,drug17366,1
Q6IYF9,drug55587,0
Q7Z601,drug61188,0
P35408,drug54246,1
P97926,drug17817,0
P28221,drug18508,1
Q8TCW9,drug18415,0
P31421,drug56587,0
P51684,drug59634,1
P28335,drug47454,0
P51686,drug40227,1
P28221,drug61320,1
P70536,drug51135,0
P08912,drug60136,1
Q9Y5Y4,drug40734,1
Q96LA9,drug38882,1
P70536,drug16652,0
P25025,drug29865,0
P29274,drug62034,1
P43088,drug58654,1
O43613,drug61043,1
P20789,drug22788,0
Q63384,drug62253,0
O35811,drug19424,0
P97583,drug12822,0
Q96LB1,drug50768,0
P37288,drug50891,1
P47746,drug56175,0
Q9NYV9,drug64445,0
P34975,drug42669,0
P34972,drug68734,1
P21453,drug43919,1
Q8TDV5,drug50202,1
P41146,drug37328,1
O00574,drug26886,0
P28223,drug44238,0
P21451,drug69836,0
P31421,drug4846,0
P35348,drug35389,1
P41145,drug11194,1
Q99705,drug46349,1
P34969,drug36568,1
Q80Z39,drug47575,0
Q14832,drug64686,0
P59539,drug5897,0
Q99500,drug19277,0
P52592,drug40756,0
O14843,drug168,0
O95838,drug11691,0
Q9Y5N1,drug10108,1
Q96RJ0,drug72347,0
P25962,drug45655,0
P21730,drug51597,1
P51681,drug35015,1
P47900,drug32052,0
P51679,drug48462,1
P48974,drug13574,0
Q63371,drug58279,0
Q96P68,drug34357,0
P30989,drug43384,0
Q9NQS5,drug34658,1
Q9HBX9,drug35851,1
Q9NYW1,drug59202,0
Q9NS75,drug12965,0
Q8TDS4,drug57590,0
Q8TDS4,drug21192,1
P07550,drug30238,1
P28223,drug71,1
P30874,drug12239,0
P41143,drug45792,1
Q14833,drug47011,1
P30551,drug55871,0
Q8TDV5,drug4433,1
P52592,drug7990,0
O43193,drug57105,0
P35414,drug34061,1
P97926,drug24898,0
P11229,drug62064,1
P43116,drug24435,1
Q91ZY1,drug51249,0
Q91ZY2,drug16692,0
P43117,drug9394,0
Q7TN41,drug6342,0
P55085,drug72439,0
Q96RI0,drug17849,1
Q61125,drug274,0
Q9NQS5,drug56347,1
P32245,drug32022,1
O43193,drug18421,0
P35414,drug641,1
Q9HBW0,drug27084,0
Q9GZQ4,drug36659,1
P35462,drug32338,1
P41145,drug46416,1
Q9UKP6,drug60159,1
P41594,drug44488,1
P35462,drug16033,1
P49682,drug3795,1
P56718,drug13057,0
Q8TDV5,drug53093,0
P41594,drug40975,1
P35372,drug33987,1
Q9GZQ4,drug71714,0
O60883,drug28124,0
P35364,drug21141,0
P49238,drug29021,0
P35348,drug14071,1
P16610,drug60226,0
P12657,drug14154,0
P41145,drug69845,1
O43193,drug61454,0
Q13258,drug23321,0
P32302,drug60780,0
Q7Z601,drug23309,1
Q9Z2J6,drug16116,0
Q15077,drug64205,1
P14416,drug61448,1
Q9NYW0,drug4857,0
P41595,drug35773,1
P41145,drug64339,1
P30518,drug13242,1
P25089,drug46855,0
Q6R6I7,drug49540,0
P35408,drug53135,0
O60353,drug42741,0
P24530,drug46213,0
Q9UPC5,drug57618,0
P61073,drug9555,1
P30556,drug45040,0
P97639,drug5624,0
P31423,drug6057,0
P59538,drug13970,0
P46663,drug70228,1
P25021,drug72348,0
P08588,drug42469,1
P30560,drug52775,0
P07550,drug52770,1
P18089,drug56814,1
O43613,drug20406,1
P08908,drug58081,1
P43116,drug66794,1
O43613,drug52043,0
P41595,drug9486,1
P59542,drug68399,0
P48145,drug59288,1
O43613,drug27162,1
Q15722,drug36507,0
Q9JJL9,drug22778,0
P49019,drug56420,1
O43613,drug59759,0
P32245,drug5480,1
Q9ESG6,drug45898,0
P0DMS8,drug5339,1
P61073,drug41734,1
P29275,drug3914,1
Q9HBX9,drug29202,1
P13945,drug8519,1
P47898,drug6589,0
O08556,drug53723,0
Q8BLG2,drug23487,0
P30542,drug59403,1
Q04573,drug13554,0
Q9BPV8,drug62901,0
O43193,drug22118,1
P35368,drug31022,1
P56718,drug32870,0
P51679,drug69104,0
Q3UVX5,drug55964,0
Q5QD16,drug26019,0
P43115,drug25335,1
Q9H3N8,drug28590,0
Q9HBX9,drug29450,1
Q8TDV5,drug32445,1
P30875,drug26163,0
O14842,drug13489,1
Q96LA9,drug212,1
Q8VIH9,drug19288,0
Q9HBX9,drug69211,1
P25090,drug36430,1
P43116,drug2111,1
P32245,drug36082,1
P41597,drug64292,1
P47211,drug37024,0
P51685,drug70844,0
Q9UP38,drug6097,0
P35462,drug17938,1
Q16602,drug67516,1
P34969,drug55358,1
Q96RJ0,drug61029,1
Q8K418,drug52974,0
Q91ZY1,drug65061,0
P32239,drug16780,0
P30988,drug15271,1
P41145,drug30317,1
P25929,drug21400,0
Q96LA9,drug62781,0
P10980,drug13881,0
Q99788,drug45846,0
Q96LA9,drug48191,1
Q9NQS5,drug8236,0
P11229,drug56211,1
O88855,drug56337,0
P32245,drug20532,1
Q9Y5X5,drug6216,0
P16473,drug18769,0
P42866,drug23191,0
P28223,drug26447,1
P35370,drug35818,0
P50052,drug55655,0
P25025,drug25799,1
Q16602,drug54824,1
Q96RJ0,drug65006,0
P55085,drug27223,1
P21761,drug60172,0
P41231,drug20331,1
P35377,drug9899,0
Q96P65,drug13859,0
P97583,drug63434,0
Q9UKP6,drug5494,1
P21728,drug67646,1
P31391,drug61161,1
P22888,drug17335,0
P41594,drug40290,1
P61073,drug63361,1
Q9HBX9,drug20216,1
P35000,drug11826,0
Q3U6B2,drug17859,0
O95136,drug18890,1
O00574,drug12258,0
P12657,drug66010,0
P47872,drug1914,0
P35462,drug43537,1
P08172,drug39089,0
Q6R6I7,drug48799,0
P25024,drug9217,1
P30988,drug12894,0
P30968,drug29221,1
P35348,drug59397,1
O43613,drug18903,1
Q9Z0W0,drug55725,0
Q9Y2T6,drug9399,1
Q96RI0,drug63921,1
Q9UKP6,drug2974,0
P13945,drug12680,1
P47871,drug53675,1
P51680,drug36494,0
Q5NUL3,drug34567,0
Q9HBX9,drug51013,1
P41968,drug71356,1
Q04573,drug49224,0
P43115,drug29820,1
O43614,drug50100,1
Q8BMC0,drug8396,0
P43114,drug43686,0
P41180,drug55567,1
P61793,drug71230,0
P43252,drug57469,0
P28223,drug41061,1
P43116,drug68054,0
P30988,drug35536,0
P29276,drug21788,0
Q9NQS5,drug21048,0
P56479,drug23733,0
Q9H228,drug62801,1
P51681,drug55384,1
O43613,drug13095,1
P21462,drug72418,1
O14842,drug41159,1
P25100,drug47873,0
Q9Y5N1,drug1269,1
P41180,drug52653,0
P34972,drug1017,1
P08912,drug62039,0
P46663,drug27860,1
Q8TDV5,drug42050,1
P41594,drug11249,1
O43613,drug47847,1
O43613,drug56874,1
Q9Y5N1,drug27870,1
P50052,drug13407,0
P30989,drug50566,0
Q9NQS5,drug11407,0
Q9ES90,drug45705,0
Q86Y34,drug46430,0
Q16602,drug33417,0
Q8TDU6,drug13609,1
P47871,drug46991,1
P49146,drug48815,1
Q15761,drug42372,1
P21730,drug15351,0
P37288,drug28932,1
Q9NYW4,drug3641,0
Q9BXC0,drug14941,0
P29276,drug35672,1
Q9Y5N1,drug47545,1
Q9Z0U4,drug16617,0
Q9NYW4,drug12003,0
P33535,drug7042,0
Q9JKM5,drug32198,0
P13945,drug62778,1
P34975,drug5625,0
P30542,drug9057,1
P18089,drug37557,1
P51684,drug53980,1
Q9UKP6,drug13120,0
P32246,drug57643,1
P08482,drug60531,0
P29275,drug17000,1
Q9HBX9,drug37400,1
Q9HBX9,drug57098,1
Q14330,drug18929,1
P47871,drug15832,1
P14842,drug53632,0
P49682,drug71374,1
P47900,drug70423,1
P52592,drug41215,0
O43614,drug36884,1
Q9Y5N1,drug25454,1
P13945,drug59378,1
P29276,drug63532,0
P25106,drug42801,0
P46095,drug5598,0
Q14833,drug35757,1
Q9BPV8,drug34021,0
P30936,drug18227,0
Q9H244,drug46345,1
P35462,drug10898,1
P46089,drug60968,0
P34998,drug18695,0
Q9R261,drug6192,0
P14842,drug38868,0
P30542,drug6892,1
P08909,drug51725,0
Q14833,drug23666,1
P34972,drug12743,1
Q9UNW8,drug66198,0
Q13324,drug51967,0
Q14833,drug46680,1
P30875,drug16732,0
P48145,drug30247,0
O14514,drug41523,0
Q99705,drug62283,1
Q01726,drug16754,1
Q96G91,drug51830,1
P29275,drug2495,1
P32305,drug31413,0
P56718,drug23865,0
P46095,drug44897,1
Q9HBX9,drug71667,1
P41595,drug35168,0
P59535,drug29893,0
P41595,drug20616,1
Q8TDV5,drug2671,1
P41597,drug26195,1
P07550,drug15201,1
Q9BPV8,drug14434,0
P29275,drug20948,1
P32239,drug15240,1
Q5QD14,drug52367,0
Q7TMA4,drug31451,0
O75899,drug445,0
P32249,drug24995,0
O43614,drug45239,1
Q9HBX9,drug26465,1
Q9Y2T5,drug42949,1
P61168,drug13226,0
P51686,drug38323,0
Q99788,drug27126,0
P34972,drug63314,1
Q9NQS5,drug28428,1
P35408,drug45427,1
P46095,drug49096,1
P56726,drug18049,0
P13945,drug38860,1
P25106,drug2413,0
Q13255,drug65529,0
P47898,drug28906,0
P07550,drug64980,1
O14842,drug44710,1
Q9Z0L1,drug62541,0
P10980,drug47319,0
O43613,drug60954,1
Q9Y271,drug4398,1
Q9UBY5,drug57438,0
P49682,drug14562,0
P14842,drug52990,0
P59544,drug32906,0
P43115,drug2451,0
P33032,drug14955,1
P30936,drug25609,0
Q9ES90,drug65936,0
Q9Y5N1,drug26176,1
O08858,drug3151,0
P21453,drug36949,1
Q923Y7,drug9613,0
P41143,drug27386,0
P11229,drug22112,1
P52500,drug1677,0
P35364,drug47387,0
O43613,drug48522,1
P41143,drug66726,1
Q9Y5Y4,drug32247,0
Q99835,drug16118,1
P43220,drug62620,1
Q9Z0U9,drug51964,0
Q13324,drug35354,0
P41594,drug47894,1
P41594,drug10031,1
P51683,drug46742,0
Q80Z39,drug25626,0
P35414,drug71156,1
P34972,drug46919,1
P51686,drug9316,0
Q924U1,drug54314,0
P43220,drug66963,1
P29274,drug64307,1
P30994,drug27678,0
P25090,drug8056,1
P25090,drug6630,1
Q8TDU6,drug42398,1
P35372,drug39774,1
Q9HBX9,drug8941,1
P30556,drug24935,1
P21453,drug49432,1
P32240,drug71488,1
Q8TDV5,drug24448,1
P35462,drug28999,1
Q8TDS4,drug66246,0
P35370,drug66671,0
Q8TDU6,drug17144,1
Q9H244,drug40791,1
O43613,drug44688,1
Q8TDV5,drug48246,1
P21453,drug33870,1
P41146,drug1414,0
P35462,drug58751,1
P34981,drug12013,0
P49660,drug48658,0
P32302,drug55925,1
Q14833,drug47002,1
P41594,drug32023,1
Q9Y5Y4,drug20297,1
Q9HBX9,drug9051,1
Q8K418,drug12738,0
P47901,drug4680,1
P21918,drug6010,0
Q96RI0,drug54164,1
P34975,drug42262,0
P43088,drug38555,0
P32249,drug44402,1
P34975,drug52625,0
O43614,drug32080,1
P70536,drug25527,0
Q9GZN0,drug20947,0
Q7TMA4,drug30054,0
P34972,drug13059,1
Q15761,drug42356,0
P34972,drug62650,1
Q13639,drug64983,0
Q9GZN0,drug7787,1
P51685,drug42716,0
Q15077,drug6775,1
Q62053,drug6212,1
P61168,drug49861,0
P59541,drug35027,0
Q9GZQ6,drug44377,0
P35346,drug23038,0
P31422,drug23396,0
Q9BZJ6,drug68237,0
Q9H255,drug34450,0
P11229,drug66576,1
P34975,drug3750,0
P41145,drug66420,1
O43613,drug2588,1
P08588,drug37981,1
Q15761,drug70552,0
Q63447,drug44202,0
P25024,drug33219,0
Q9BPV8,drug44263,0
P30968,drug35911,1
Q96LB2,drug4328,0
P21730,drug51354,0
P35372,drug15296,1
O14842,drug45289,1
P59543,drug54388,0
P35368,drug59865,1
P35400,drug20167,0
P51679,drug34033,1
O95977,drug49178,1
Q56UD9,drug57646,0
Q14831,drug43857,0
P29276,drug24795,0
P31423,drug55780,0
P41594,drug13738,0
Q96LB1,drug51550,0
Q9Z0U9,drug3264,0
P21918,drug7084,0
P30987,drug71416,0
P08173,drug69924,1
P49190,drug6191,0
P29275,drug10976,1
P26684,drug48805,0
Q8TDV5,drug58890,0
Q5QD15,drug25319,0
O43614,drug32053,1
Q99500,drug49065,1
P30872,drug61203,0
P20309,drug28869,0
P49146,drug45888,0
Q924T9,drug28503,0
Q13255,drug60088,1
Q8TDU6,drug45430,1
Q9Y271,drug54133,0
O14843,drug49466,0
P21728,drug40998,0
P56479,drug63106,0
O00222,drug49777,0
P08588,drug65528,1
Q6IYF8,drug44803,0
P34972,drug19676,1
P21453,drug53638,1
P35408,drug43489,0
P43220,drug56123,1
P32241,drug34597,0
P41145,drug12113,1
P30937,drug55730,0
Q9HBX9,drug67172,1
Q9JL06,drug59745,0
Q8TDV5,drug23001,1
P30731,drug15879,0
P51677,drug4335,1
P49682,drug57501,1
P32245,drug9878,1
P30518,drug65006,1
P30542,drug2317,1
Q9H228,drug6500,0
P08908,drug35038,1
P35372,drug62932,1
Q9BPV8,drug55261,0
Q8K4Z6,drug21442,0
Q99705,drug51411,1
P08908,drug52167,1
P41145,drug11444,1
P30553,drug85,0
P30966,drug49883,0
P47871,drug19707,1
Q99500,drug25377,1
Q13324,drug57111,0
P24053,drug15916,1
P08911,drug70940,0
Q13258,drug16575,0
P49146,drug58732,1
P43140,drug31919,0
P11229,drug21883,1
P25090,drug49876,1
P48146,drug22778,0
P0DMS8,drug34886,1
P25090,drug52524,0
P41595,drug33199,0
P37288,drug59222,0
P18090,drug29127,0
P13945,drug49261,0
P33533,drug13817,0
O95136,drug68189,1
P30542,drug58394,1
P41594,drug26792,1
P32246,drug3547,0
P25021,drug17826,1
Q9GZQ6,drug7739,0
P32245,drug8514,1
P41594,drug62063,1
Q9HBX9,drug8761,1
P61073,drug14677,1
P14416,drug33805,1
P41180,drug20808,1
Q99788,drug14210,1
O43613,drug16185,1
P34972,drug17272,1
P43117,drug23823,0
Q9Y5X5,drug2377,0
Q969V1,drug47402,0
P49683,drug30342,1
P23945,drug63034,0
P46663,drug30355,1
Q9Z0U4,drug8430,0
P28335,drug55592,1
P41968,drug29519,0
P59541,drug18950,0
P30556,drug45145,0
P49685,drug53925,0
P25116,drug44045,0
P56718,drug56398,0
P07550,drug34441,1
P25102,drug7099,0
P41594,drug56795,1
Q7TN41,drug32734,0
Q14833,drug37230,1
Q13639,drug51474,1
Q9H228,drug8986,1
Q9R0Q2,drug70489,0
O43613,drug17233,1
P28335,drug48408,1
Q61041,drug36787,0
Q14833,drug52821,0
P29274,drug42900,0
P30550,drug20631,0
P41145,drug67798,1
P35414,drug33862,1
P08909,drug36275,0
P41146,drug19081,1
P59539,drug34000,0
Q9JHG3,drug7423,0
Q9HBX9,drug28170,0
P41145,drug70862,0
P49146,drug33930,0
P21453,drug49069,1
P32245,drug17993,1
Q15761,drug10791,0
P10608,drug6591,0
P14842,drug37087,0
P21453,drug12611,1
P31421,drug34683,0
P41594,drug45078,1
P30988,drug30707,1
P35414,drug20970,1
Q01718,drug71265,0
Q63371,drug65541,0
Q14832,drug42427,1
O95838,drug17319,0
Q9NYW2,drug12510,0
Q03431,drug53950,1
Q96G91,drug16907,0
P34972,drug68277,1
Q01718,drug51183,0
P37288,drug62193,0
Q9Y2T5,drug35408,1
Q62805,drug37851,0
P35000,drug19340,0
O00574,drug56053,1
Q9Z0U4,drug48936,0
Q9HBX9,drug2470,1
Q9Y2T5,drug54015,0
P30559,drug60152,0
O00222,drug53835,0
Q9H228,drug52271,1
Q9NYV8,drug25205,0
Q9H255,drug34348,0
Q8TDV5,drug67210,1
P08908,drug44859,1
Q8TDU6,drug4444,1
Q01726,drug52599,0
P34972,drug14209,1
P41231,drug58113,0
P49146,drug72475,1
P28223,drug28851,1
Q7Z601,drug2980,1
P48546,drug44696,0
Q9EQ31,drug44456,0
P32238,drug54865,0
P59536,drug18495,0
P30989,drug32008,0
P51679,drug65741,0
P41594,drug20276,1
Q01726,drug20724,1
P35372,drug72462,0
P21462,drug12390,1
Q923Y9,drug20247,0
P34972,drug51364,1
P29274,drug37372,0
P30556,drug62505,0
Q9HBX9,drug61189,1
P08172,drug12850,1
Q9HBX9,drug45866,1
Q96LA9,drug48716,0
P28223,drug34418,0
