Target UniProt ID,Ligand ID,Label
P35377,drug64076,0
P47752,drug27359,0
Q99500,drug23310,1
Q9GZN0,drug65131,0
P35367,drug43332,1
Q15077,drug28831,0
Q9HBX9,drug55141,1
Q8TDS4,drug61407,1
P43220,drug7520,1
Q16602,drug66026,1
P35372,drug24786,1
Q99835,drug69377,1
P28335,drug12397,1
Q99P50,drug9259,0
Q8BZP8,drug44502,0
P41594,drug11369,1
Q14416,drug29691,1
Q13304,drug23781,1
Q9HB89,drug31288,1
P28335,drug30291,1
P08908,drug7162,1
P25929,drug68554,1
P21918,drug3852,0
Q9Y271,drug22228,0
P49683,drug23653,0
O75084,drug54798,0
O54798,drug37693,0
Q15761,drug68586,1
P34972,drug42953,1
P49286,drug48802,0
P47936,drug48996,0
P08913,drug38558,1
P07550,drug50931,1
P49019,drug21116,0
P49238,drug7278,0
P41145,drug58167,1
Q92847,drug43168,1
P21731,drug69866,0
P21729,drug39011,0
Q92847,drug47731,1
P34972,drug7012,1
P28647,drug3897,0
P56479,drug21812,0
P07550,drug48255,1
Q9HBX9,drug49910,1
P50391,drug43415,1
P61073,drug31569,1
P49683,drug18887,0
Q8TDS4,drug58908,1
P46095,drug49684,1
Q15722,drug2032,0
P32246,drug61968,1
Q14832,drug9423,0
P30939,drug69331,1
Q99788,drug23517,1
Q8TDV5,drug52947,1
P43114,drug66551,0
Q9Y5Y4,drug48319,1
P14842,drug15232,0
P41597,drug65691,0
O43613,drug68127,1
O14842,drug23751,1
O88855,drug24675,0
P21453,drug41598,1
Q9Z0U9,drug9109,0
P14416,drug64062,1
P25089,drug19208,0
P08588,drug68883,1
O43614,drug25717,1
P43220,drug58720,1
Q9NYW5,drug40722,0
P26255,drug22186,0
P41180,drug22196,0
Q9NYV8,drug8488,0
Q9R1K6,drug5266,0
P29274,drug54619,0
P31424,drug21108,1
P30994,drug65959,0
P30556,drug34795,1
Q15077,drug30489,1
Q9Y2T6,drug12779,0
Q9H3N8,drug28148,1
O43613,drug14249,1
P35348,drug50068,1
P25100,drug64849,1
P34981,drug9735,0
P61168,drug71549,0
Q9H1C0,drug49016,0
P23945,drug40110,1
O88854,drug8538,0
P97926,drug68263,0
Q8TDU9,drug25498,0
P31424,drug29637,0
Q9BXC1,drug4409,0
Q9HBX9,drug24170,1
P48145,drug60741,0
P51681,drug60882,1
O00222,drug12566,0
P23811,drug69131,0
P29371,drug29723,1
P47871,drug4660,1
Q92847,drug31220,1
Q96LB2,drug17732,0
P61793,drug4709,0
Q9NS67,drug8706,0
P08908,drug1122,1
Q9HBX9,drug2409,1
O88626,drug11554,0
Q9NQS5,drug26700,1
P32299,drug13447,0
Q9HBX9,drug21827,1
P55085,drug15319,1
P11229,drug22606,1
P29275,drug37434,1
P25116,drug48276,1
Q02284,drug54369,0
P0DMS8,drug17548,1
P37288,drug60500,1
P32299,drug49677,0
P41143,drug22214,1
P41145,drug72035,1
P07550,drug61516,0
O43194,drug39251,0
P51686,drug52607,1
P41145,drug51410,1
P47752,drug57385,0
Q9HBX9,drug14550,1
P32300,drug19194,0
Q9JL06,drug10970,1
P08173,drug26740,1
O14842,drug67297,1
Q96RJ0,drug47972,1
O88855,drug14992,0
P41145,drug30726,1
Q96RI0,drug22012,1
O35881,drug64446,0
Q9Z0W0,drug56696,0
Q96RJ0,drug66220,0
O14842,drug69450,1
P59534,drug4904,0
Q9Y5Y4,drug29048,0
Q9UKP6,drug304,1
O95136,drug18815,0
P12526,drug12776,0
P21462,drug39776,1
P21453,drug58892,1
Q9H3N8,drug50221,0
Q9Y5N1,drug38387,1
P56479,drug46384,0
O08858,drug18163,0
P35348,drug33115,0
P41145,drug6424,1
P21453,drug34396,1
P34980,drug61278,0
P21918,drug33425,0
Q8TDU6,drug60162,1
Q9H228,drug43478,1
Q8TCW9,drug33017,1
P43118,drug12465,0
Q13255,drug17476,0
Q8TDS4,drug45474,0
P49146,drug59520,1
P35414,drug35459,1
P59543,drug19893,1
Q92847,drug40731,1
Q8CIQ6,drug66997,0
P32245,drug52975,0
Q4KLH9,drug57580,0
P25116,drug50863,1
P28335,drug58602,1
Q9NYW1,drug49,0
Q9HBX9,drug38140,1
P61073,drug15525,1
P70658,drug69434,0
P46095,drug11899,1
P04201,drug17973,0
P35372,drug31562,1
O60883,drug58185,0
P31387,drug28918,0
Q9NYV9,drug1359,0
Q13255,drug44056,1
P49660,drug15543,0
P21453,drug57836,1
Q15391,drug11448,0
P21730,drug63812,1
P07550,drug48021,1
P59536,drug32556,0
P20309,drug50678,1
Q01726,drug16713,0
Q9H255,drug67808,0
Q7TN41,drug1383,0
O88854,drug15534,0
P32245,drug58110,1
Q63447,drug49280,0
P48145,drug46498,0
P18825,drug64386,1
P15823,drug71301,0
Q9BXC1,drug13745,0
P41143,drug28212,1
P30553,drug10928,0
P41143,drug42334,1
P21453,drug6854,1
P48146,drug32491,0
Q8BLG2,drug11339,0
Q92847,drug48487,1
O54798,drug37605,0
P59538,drug46596,0
O00398,drug30367,0
Q9NYW6,drug29081,0
P70658,drug1313,0
Q13304,drug4424,1
P32240,drug57422,0
P35372,drug9954,1
P32245,drug37861,0
Q14416,drug382,1
Q9HBX9,drug54749,1
Q9HBX9,drug1071,1
P22888,drug63801,0
P41594,drug57780,1
O14842,drug56536,1
Q9H244,drug28926,1
P35372,drug61653,1
P49683,drug7265,1
P34972,drug65361,1
Q9ERC0,drug51035,0
Q8BLG2,drug23685,0
P20272,drug5133,0
P11229,drug60983,1
P34981,drug56998,0
Q8TDU6,drug19512,1
P28221,drug15724,1
P34975,drug1301,0
P43114,drug8974,0
Q9Y271,drug16484,0
P20309,drug41909,1
P51686,drug60256,1
Q60612,drug12106,0
Q5QD14,drug71918,0
P28647,drug28573,0
P41968,drug21275,1
P25102,drug69435,0
P25099,drug47926,1
Q9Y5Y4,drug31627,0
P21728,drug9634,0
P11229,drug44761,1
Q96LB1,drug19149,0
O14842,drug72415,1
P08912,drug60117,0
Q13639,drug24680,1
O75388,drug60553,0
P34972,drug34548,1
Q9GZQ4,drug68734,0
P32302,drug68312,1
O43614,drug6874,1
P08911,drug5382,0
Q62758,drug9203,0
P70536,drug35256,0
O88536,drug5684,0
P46095,drug31581,1
P29274,drug51041,1
P08908,drug58093,1
P15823,drug70642,0
Q9GZN0,drug67144,1
Q9Z0U4,drug37350,0
Q99500,drug66713,1
Q96RJ0,drug35848,1
P35372,drug40532,1
P46663,drug8062,0
Q63384,drug452,0
P21731,drug25963,1
P14416,drug50300,1
P47900,drug31434,0
O43613,drug64309,1
P61169,drug49966,0
P25116,drug2294,1
P32245,drug20998,0
P30556,drug51325,1
P10608,drug48847,0
P41594,drug56475,1
P41146,drug51710,0
P70579,drug25483,0
P30556,drug41252,0
Q62035,drug65602,0
Q99705,drug60952,1
P28221,drug4750,1
P29274,drug40335,1
Q92847,drug36020,1
P35377,drug23241,0
P30988,drug39941,0
P41597,drug15286,1
Q9H228,drug44252,1
Q9NQS5,drug10912,1
P35346,drug69827,1
P55085,drug15493,0
O88855,drug21813,0
P29274,drug69553,1
P30542,drug2289,1
P41595,drug52452,1
P35348,drug48647,1
P35364,drug63414,0
P32246,drug35240,1
Q9BZJ8,drug31673,0
P35000,drug30179,0
Q9R1K6,drug51297,0
Q8TDV5,drug56266,1
Q9H1C0,drug452,1
P47746,drug15477,0
P59551,drug59788,0
Q99705,drug25611,1
P07550,drug43656,1
O75084,drug51748,0
P0DMS8,drug36501,0
Q91ZB8,drug66956,0
P48039,drug29554,0
P25090,drug5627,1
P30680,drug60483,0
P28565,drug67134,0
Q99500,drug12292,1
P59537,drug23704,0
P0DMS8,drug38257,1
P49684,drug70729,0
Q99835,drug28785,0
P41595,drug59050,1
P48442,drug31235,0
P32239,drug10759,0
Q15391,drug33522,0
P35349,drug71001,0
P32239,drug26495,1
P11229,drug44863,1
Q62928,drug49020,0
P46663,drug45462,1
Q9HBX9,drug54788,1
Q99705,drug53903,1
P28335,drug17262,1
Q9R0Q2,drug67441,0
Q96LB2,drug21342,0
P25090,drug70123,1
P48442,drug11066,0
P41145,drug30082,0
Q9ESG6,drug39744,0
P49683,drug59713,1
Q9Z0U9,drug13784,0
P13945,drug39142,1
P14416,drug69080,1
Q9UBS5,drug8436,0
O14842,drug47792,1
Q969F8,drug59876,1
P41143,drug50894,1
P14416,drug63481,1
P21731,drug63631,1
P61793,drug13018,0
Q9NQS5,drug60897,0
P48303,drug58047,0
O95136,drug69664,0
P32238,drug8411,0
P12657,drug70967,0
P61073,drug12353,1
P25929,drug63909,0
P41145,drug32881,1
Q63371,drug30503,0
P59543,drug14776,0
Q9Y2T6,drug19556,0
P49019,drug51105,0
P30560,drug57985,0
P21453,drug50356,1
Q8CIQ6,drug9124,0
Q9HBX9,drug4423,1
P51685,drug48223,1
O95977,drug1666,1
P32239,drug397,0
P49146,drug56234,1
P30872,drug2781,0
Q9Z0U9,drug16929,0
Q04573,drug19694,0
Q99705,drug1160,1
P15823,drug55845,0
Q8TDV5,drug17217,1
P30542,drug13096,1
P41180,drug11360,1
P51684,drug49242,1
P32245,drug71718,1
O14843,drug23347,0
P21451,drug13306,0
Q9UNW8,drug12460,0
P51810,drug9797,0
P37288,drug67182,0
P41145,drug317,1
Q9UKP6,drug38209,0
Q92847,drug32064,1
P14416,drug7822,1
P35349,drug41975,0
P46092,drug34255,1
Q99705,drug23702,1
Q9HBX9,drug39109,1
P21453,drug9000,1
P21453,drug25221,0
P52592,drug70034,0
P08588,drug34354,1
P08913,drug25553,1
P29275,drug57045,1
Q13255,drug69994,1
Q9Y5N1,drug59746,1
Q9Y5N1,drug56095,1
P21731,drug14340,1
Q9H228,drug46598,0
P30543,drug9311,0
Q15761,drug13879,0
P35348,drug22383,1
Q9Y5N1,drug18284,1
P32745,drug33330,0
O15552,drug29403,0
Q14416,drug44371,1
P32245,drug30212,1
Q8TDU6,drug639,1
P08912,drug58501,1
P21729,drug37009,0
P59537,drug33629,1
P32240,drug11916,0
P21731,drug9447,1
P34972,drug24065,1
P56481,drug59894,0
Q6NS65,drug35283,0
Q9GZQ6,drug48581,1
P47871,drug46219,1
P46093,drug25329,0
P32245,drug39602,1
P51582,drug41222,1
Q9ERZ4,drug1323,0
P07550,drug45522,1
Q92847,drug64998,1
Q9HBX9,drug34085,1
P35377,drug53339,0
P41145,drug13547,1
P21917,drug24715,1
P55085,drug9962,1
Q9HBX9,drug23941,1
Q8TDV5,drug52586,1
P41597,drug64696,1
P08172,drug72271,0
P30935,drug64604,0
Q13639,drug26486,1
Q14416,drug2008,1
P41968,drug55205,0
Q9NS75,drug15798,0
O14842,drug53971,1
P43219,drug11546,0
Q14416,drug29213,1
Q96RI0,drug51185,0
P35414,drug70002,1
P48039,drug47772,0
P35408,drug16419,0
P41586,drug31228,1
Q5QD15,drug61669,0
Q80Z39,drug46901,0
Q9H228,drug68179,1
P11229,drug14043,0
O08726,drug6055,0
P20272,drug5260,0
P32245,drug34760,0
P21554,drug12925,0
O60755,drug23759,1
Q8VCK6,drug61093,0
P59534,drug42506,0
O14842,drug55660,1
P35372,drug2339,1
P41143,drug70338,1
P34972,drug27579,1
Q9ERZ4,drug68784,0
Q9GZN0,drug63095,0
Q9BXC1,drug27982,0
P28336,drug53660,0
P47871,drug56481,0
Q16602,drug40933,1
P56718,drug65212,0
P35346,drug16720,0
P25103,drug71891,0
Q9GZN0,drug26918,1
Q9HBX9,drug54514,1
Q9NYW6,drug58094,0
Q92847,drug1722,1
P47871,drug41973,1
P30542,drug62928,1
O14843,drug33655,0
P70658,drug43550,0
Q6DWJ6,drug64460,1
Q01726,drug18393,1
P19327,drug17783,0
Q9BZJ6,drug69185,0
P18089,drug65431,1
P47900,drug18616,0
P21462,drug25230,1
Q9UKP6,drug48311,0
P07550,drug56799,1
P35372,drug62033,1
P47752,drug10500,0
P21554,drug41030,0
Q9QYN8,drug71713,0
Q9H228,drug12479,1
P49682,drug34488,1
Q9R261,drug2355,0
P41594,drug12718,1
P35414,drug37115,1
P30938,drug29678,0
P30938,drug14458,0
P51810,drug71225,0
P25100,drug21873,0
P34978,drug31804,0
P21731,drug4774,0
P58406,drug17582,0
Q9Y5N1,drug9290,1
P47746,drug46070,0
P20272,drug66878,0
P41145,drug22721,0
P35372,drug800,1
P49238,drug46173,0
Q96LB2,drug44633,0
P59536,drug21254,0
P32245,drug8924,1
P21462,drug19993,0
O60755,drug45356,0
P46095,drug56186,0
P43118,drug28892,0
Q16581,drug61729,0
Q9Z0L1,drug36365,0
P25090,drug28621,1
P50052,drug61450,0
P12657,drug61729,0
Q9HBX9,drug26795,1
Q9NPC1,drug12093,0
P29274,drug55027,1
P35370,drug403,0
Q969V1,drug67508,0
P08172,drug34619,1
Q96P68,drug64151,0
Q91ZY2,drug50994,0
Q9NYW2,drug28086,0
P08913,drug68474,1
P41595,drug66641,1
P35372,drug25267,1
P08588,drug17049,1
Q9BXA5,drug9382,0
P07550,drug2157,1
P41145,drug48818,1
O95136,drug21075,0
P30936,drug52082,0
O08565,drug67597,0
Q9HBX9,drug23703,1
Q9NSD7,drug12204,1
Q13255,drug64993,1
P41594,drug24066,1
Q9H228,drug19202,1
P41597,drug23920,1
Q9UPC5,drug17593,0
Q8TDU6,drug63808,1
P43115,drug46145,1
P32238,drug50311,0
P70658,drug10398,0
O43614,drug34622,0
O95977,drug38110,1
O43614,drug336,1
Q15077,drug51822,0
P59544,drug53139,0
P48442,drug68661,0
P34978,drug2571,0
Q9QYN8,drug43219,0
Q99788,drug17516,1
Q923Y8,drug69954,0
P41180,drug58729,1
O43603,drug39394,1
Q8TDS4,drug19142,0
Q14833,drug10711,1
P52500,drug57462,0
Q9HBX9,drug49435,1
O43613,drug7797,1
P29274,drug54502,1
P29275,drug37984,1
P41146,drug21522,1
Q9NQS5,drug22766,0
P32246,drug57727,0
P21917,drug55819,0
P35367,drug7679,1
P08173,drug26925,1
P46089,drug41873,0
P31423,drug16893,0
P35351,drug66863,0
P34972,drug33726,1
P34972,drug2560,1
Q9HBX9,drug45333,1
Q9NQS5,drug4227,1
P41143,drug12627,1
P18901,drug17230,0
P34980,drug65861,0
Q8TDV5,drug10341,1
Q76EI6,drug18071,0
O14842,drug6778,0
P47775,drug51239,0
P30518,drug60765,0
P21917,drug41355,1
Q9Y2T6,drug66875,1
P28223,drug15104,1
Q9H1C0,drug35624,1
P35462,drug35796,0
O88319,drug59561,0
O43614,drug68871,1
Q14416,drug1250,1
P13945,drug16272,1
O43613,drug8220,1
Q9HBX9,drug44413,1
O95977,drug60547,0
Q9HBX9,drug30853,1
Q6IYF9,drug25380,0
P18090,drug16711,0
Q8TDV5,drug70929,1
O43613,drug2897,1
P21729,drug25892,0
P30729,drug40640,0
O43613,drug23533,1
P31388,drug53645,0
P70658,drug22856,0
P32241,drug57622,1
P08172,drug61306,1
Q14416,drug34447,1
P25102,drug64810,0
P49146,drug41267,1
P28335,drug41609,1
Q923Y7,drug62248,0
Q91ZY1,drug51114,0
O43614,drug54409,1
P41145,drug6071,1
Q02284,drug58218,0
P41968,drug33071,1
Q60614,drug30297,0
Q13324,drug25689,0
Q63447,drug57998,0
P32238,drug32881,0
P35372,drug55574,0
P35353,drug33564,0
P25103,drug70308,0
Q9BXC1,drug19901,0
O43614,drug4978,1
P18825,drug55774,1
P08908,drug39674,1
Q9NYW2,drug34086,0
O00398,drug17779,0
P37288,drug53519,0
Q5NUL3,drug13142,1
Q9ERC0,drug16650,0
Q15391,drug65614,1
P43220,drug27741,1
P51684,drug14351,1
Q9NQS5,drug32110,1
P70596,drug1185,0
P24530,drug31327,0
Q9Y2T6,drug13969,0
P18825,drug27988,0
P25025,drug26933,1
P31424,drug69672,0
Q9HBX9,drug63737,1
P49651,drug23243,0
O88626,drug71814,0
Q96RJ0,drug6931,0
Q9HBX9,drug66609,1
P18825,drug61616,0
Q5QD15,drug41581,0
Q9BPV8,drug38529,0
P35346,drug43442,1
Q96RI0,drug27064,1
P28566,drug65046,0
P22909,drug46445,0
O00398,drug51593,0
Q14833,drug62329,1
Q14833,drug69541,1
Q13304,drug49148,1
P08913,drug58511,1
P35348,drug69001,0
P21453,drug62145,1
P25023,drug59570,0
P20789,drug58528,0
P46095,drug71781,1
P25025,drug30371,1
P49682,drug43309,0
P11229,drug14506,1
P22909,drug30856,0
Q9H244,drug70589,1
P51679,drug61880,1
O14842,drug4615,1
P41968,drug3142,1
P43115,drug71291,0
P70658,drug14474,0
P28223,drug47618,1
P21453,drug58730,1
Q96G91,drug36643,0
Q13258,drug21063,1
P49683,drug45987,1
Q99527,drug17215,0
Q5T6X5,drug13156,0
P08173,drug37205,1
Q9BZJ6,drug29410,0
P28335,drug43615,1
Q8C131,drug35323,0
Q9GZN0,drug4475,1
P07550,drug13026,1
P50406,drug71401,0
Q6DWJ6,drug30811,0
P25116,drug72529,0
P34998,drug35842,0
Q9HBX9,drug48197,1
P14416,drug69081,1
Q9HC97,drug21511,0
P61073,drug25107,0
P46095,drug23486,1
P49238,drug63993,0
O75084,drug29430,1
P49682,drug8691,0
Q9BXC0,drug35269,1
P34972,drug64939,1
P34972,drug48137,1
P30554,drug68246,0
Q02643,drug49310,0
Q923Y9,drug65939,0
Q9HBX9,drug29450,1
P46095,drug33972,1
P34972,drug9172,1
P47900,drug61578,1
P43117,drug10331,0
Q14832,drug56036,1
P55085,drug29095,1
P35372,drug33508,1
P43115,drug10198,1
P18089,drug39922,1
Q5NUL3,drug4043,1
P30680,drug49119,0
P30559,drug41878,1
P30968,drug35131,1
Q14416,drug15727,0
P41231,drug41270,0
Q61125,drug25963,0
P21453,drug7856,1
P41143,drug57297,1
Q6NS65,drug69717,0
Q96LB2,drug8299,0
Q92847,drug61134,1
Q8TDS4,drug11514,1
Q9R261,drug16670,0
P47775,drug50923,0
P34972,drug24579,1
P46095,drug32982,1
P30875,drug23726,0
P26684,drug31009,0
P19328,drug64841,0
P25090,drug53176,1
P30875,drug31684,0
P08173,drug45891,1
Q9Y2T6,drug40216,0
P41145,drug5424,1
Q99705,drug5448,1
Q13304,drug63822,0
Q9HBX9,drug66271,1
Q9Z2J6,drug4196,0
P41595,drug51443,1
Q14833,drug6284,0
P41597,drug28559,1
P30542,drug29957,0
P49660,drug51776,0
P46095,drug42862,1
P48546,drug38318,0
P25100,drug34870,0
Q9BY21,drug20738,0
Q9JL06,drug13893,0
P41231,drug57445,0
P35462,drug61355,1
O88626,drug1121,0
Q8VIH9,drug55690,0
Q96LA9,drug13449,0
Q6NS65,drug41656,0
P41143,drug32008,1
Q03431,drug46476,0
P30987,drug2395,0
O75388,drug14545,0
P41594,drug55101,0
P32248,drug17394,0
P20309,drug60959,0
P08173,drug19470,1
P47900,drug36204,1
P50406,drug44823,1
P25116,drug31234,0
P19020,drug47167,0
P21555,drug32077,0
P32245,drug16148,1
P34972,drug44403,1
P32244,drug3681,0
Q9HC97,drug20894,1
P70536,drug27188,0
P08913,drug40537,0
P59538,drug50240,0
P41595,drug54359,1
Q9UKP6,drug72344,1
P51686,drug40970,0
Q99705,drug14589,1
P08908,drug57374,1
P29274,drug11591,0
P25021,drug20484,1
P08172,drug12322,0
P30935,drug23345,0
Q9HBX9,drug48982,1
Q8TDV5,drug26634,1
P08913,drug25791,1
P48145,drug58031,0
Q99527,drug11027,0
Q8TDS4,drug71973,1
P28565,drug40628,0
Q7RTR8,drug32492,0
P56726,drug34676,0
P35368,drug12471,0
Q99500,drug58446,1
P35372,drug71312,1
Q9Y5N1,drug17069,1
P28335,drug68857,0
P07550,drug3981,1
P30875,drug8094,0
Q62928,drug8020,0
P21728,drug10514,1
Q62805,drug42418,0
Q00788,drug47393,0
P26684,drug45807,0
Q9BZJ6,drug43377,0
P29275,drug65124,1
Q14832,drug27076,1
P41594,drug13700,1
P35375,drug52766,0
Q99500,drug64145,1
P51582,drug47735,0
O14843,drug60999,0
P43657,drug60568,0
Q9Y5N1,drug7528,1
O43614,drug12658,1
Q9Y2T6,drug24909,1
P35462,drug37759,1
P43220,drug41759,1
P30411,drug96,1
Q14416,drug38993,0
O88854,drug50402,0
P56481,drug23950,0
Q60614,drug43328,0
P24053,drug19065,0
P47901,drug25357,0
Q8TDV5,drug11871,1
Q56UD9,drug69116,0
Q7RTR8,drug55599,0
Q8BMC0,drug23798,0
Q9Y5N1,drug22235,1
Q8TDS4,drug20044,1
P25101,drug11138,0
P49682,drug69225,1
P30411,drug19221,0
P08909,drug56771,0
P0DMS8,drug45279,1
P48442,drug65823,0
P56726,drug22434,0
P28222,drug12968,1
P13945,drug51876,1
Q8K4Z6,drug1660,0
P41595,drug8861,1
P30559,drug15934,1
P41594,drug4640,1
P41143,drug24631,1
Q9BXC1,drug71052,1
P30968,drug19300,0
P25025,drug57168,1
P08485,drug69945,0
P19327,drug43569,0
P41145,drug19733,1
Q61125,drug70768,0
Q6W5P4,drug15707,0
P32245,drug13199,0
O35811,drug37255,0
Q6R6I7,drug20905,0
O88871,drug3543,0
P28564,drug18079,0
P30968,drug13679,0
P21730,drug58920,0
Q63371,drug12846,1
P41145,drug62973,1
Q00788,drug51396,0
Q9BPV8,drug58598,0
Q9NQS5,drug14231,1
Q9R1K6,drug58192,0
P21728,drug8918,1
P32745,drug49704,0
P61073,drug22985,0
Q9R1K6,drug36072,0
P30731,drug14575,0
Q01776,drug31513,0
Q8TDV5,drug25180,1
P14416,drug21764,0
P49685,drug50810,0
P46093,drug35857,0
P41597,drug37367,1
P49146,drug72478,1
P35462,drug20365,1
P30542,drug34429,0
P30554,drug11589,0
P21731,drug50221,1
Q9NYW7,drug16782,0
P49685,drug13324,0
Q9HBX9,drug70546,1
O43614,drug37518,1
P50052,drug17049,0
P21729,drug55953,0
P59540,drug10542,0
Q7TMA4,drug42294,1
Q5QD14,drug19526,0
P31422,drug35925,0
Q6DWJ6,drug25939,1
Q9ERC0,drug38973,0
P32248,drug33372,0
P49190,drug43,0
P30518,drug24257,1
Q9UKP6,drug49966,0
P18089,drug43084,1
P28222,drug41800,0
Q9NYW4,drug64141,0
P31421,drug67176,0
Q6IYF9,drug3621,0
Q9H3N8,drug3624,0
P47871,drug64935,1
O00222,drug20153,0
P41145,drug70492,1
Q9GZN0,drug10961,0
O14842,drug42239,1
P07550,drug65496,1
P25103,drug67213,1
P47900,drug931,0
P08172,drug45521,1
P30082,drug49064,0
P31423,drug9672,0
P08913,drug15877,1
Q01726,drug61936,1
Q9H461,drug18174,0
Q3U6B2,drug57904,0
P21728,drug13633,1
P13945,drug55362,1
P35348,drug16850,1
P51681,drug55767,1
Q923Y7,drug66354,0
P41597,drug62451,1
P49019,drug64701,0
P15823,drug44329,0
P21731,drug3448,1
P35372,drug1838,1
Q9HBX9,drug30628,1
P25929,drug20554,1
P18825,drug51885,1
P32245,drug20093,1
P21453,drug46582,1
P28647,drug22156,0
P19327,drug49817,0
Q9NPC1,drug26398,0
Q9BPV8,drug6412,0
P30940,drug50438,0
P25100,drug28504,1
P16610,drug22861,0
P28564,drug607,0
P32238,drug33512,0
Q6XKD3,drug9702,0
P08908,drug5976,1
Q99705,drug10154,1
P34972,drug65642,1
Q63384,drug28142,0
P34972,drug5729,1
P30559,drug68279,1
Q5QD15,drug34602,0
Q9GZQ6,drug16936,0
P59534,drug51669,0
O08790,drug71755,0
Q9UPC5,drug48415,0
P28223,drug53136,1
Q13639,drug31559,0
P13945,drug51780,1
Q5NUL3,drug17679,1
Q9HBX9,drug4534,1
P29274,drug54835,0
P32305,drug69236,1
P08172,drug10033,1
O88319,drug32405,0
O88855,drug6604,0
Q99705,drug58888,1
P47746,drug27015,0
P50406,drug52953,1
Q15391,drug15683,0
P43220,drug15642,0
Q02284,drug39916,0
P32241,drug27600,1
Q9JKM5,drug52378,0
O08858,drug52300,0
P43115,drug15291,0
P52592,drug46401,0
Q9NYW1,drug44655,0
P21453,drug44636,1
P55085,drug34881,0
P21453,drug13844,1
Q8TDV5,drug39406,1
P14416,drug48130,1
P47871,drug68322,1
Q5NUL3,drug37915,0
Q9R1K6,drug15611,0
O43614,drug20032,1
P25116,drug64442,1
P51681,drug5774,1
P30518,drug25759,1
Q9NSD7,drug70815,0
Q60613,drug27055,0
P21918,drug34164,1
Q6IYF8,drug58338,0
P20309,drug22487,0
P46095,drug60519,0
Q9UKP6,drug44175,1
P46663,drug48821,1
Q9HBX9,drug14823,1
P30411,drug8607,1
P46663,drug55495,1
Q14833,drug18312,1
P35348,drug13047,0
P43119,drug50150,0
P37288,drug25157,1
P04201,drug63181,0
Q6W5P4,drug42157,0
P23945,drug56076,0
Q96LA9,drug5201,0
P46091,drug30302,0
P08588,drug69675,1
Q99705,drug14919,1
P30559,drug9293,0
P41594,drug17515,1
O95665,drug61985,0
Q13255,drug16210,0
P41594,drug51230,1
Q92847,drug70131,1
Q9HBX9,drug31733,1
Q99788,drug6406,0
P32245,drug61166,1
P28223,drug24722,1
P47866,drug30290,0
P25100,drug18770,0
P49019,drug42708,1
P59533,drug6087,0
Q9GZQ4,drug27999,0
P50406,drug63046,1
P20309,drug71481,0
P32215,drug40546,0
Q9BY21,drug55307,0
P46663,drug65605,0
O88536,drug35986,0
O35659,drug40843,0
P41597,drug12727,0
Q99835,drug61832,1
Q92847,drug27308,1
P59536,drug6576,0
P30556,drug32939,0
Q9H244,drug46509,1
P28223,drug69749,1
Q9Z2J6,drug12032,1
O14514,drug21519,0
P32248,drug26753,0
Q15391,drug55633,1
P28646,drug28380,0
O43194,drug35642,0
Q8TDS4,drug51046,1
P41146,drug8679,1
Q6NS65,drug45125,0
Q9H461,drug17463,0
Q9NYW2,drug44801,1
Q99500,drug34689,1
P28565,drug49381,0
Q01718,drug60188,0
Q9H3N8,drug60287,1
P08483,drug13766,0
Q924T9,drug47714,0
P41143,drug29999,1
P46095,drug33102,0
O95977,drug65852,0
P28335,drug28234,1
Q9Y5N1,drug35345,1
P21453,drug20317,1
P35368,drug69702,1
Q9EP66,drug48698,0
P18825,drug60395,1
P30872,drug9350,0
P51679,drug980,1
Q9BXA5,drug101,0
P35372,drug15823,1
P51679,drug20281,0
P21731,drug64297,1
P25103,drug56501,0
P29276,drug54860,0
P30969,drug66459,0
Q8TDV5,drug20648,1
Q9HB89,drug71630,1
P43140,drug51251,0
Q8BZP8,drug29702,0
P32245,drug1409,1
Q04573,drug37535,0
P30559,drug69271,0
P30872,drug3549,0
Q01726,drug19892,1
Q15077,drug38483,0
O95136,drug17409,1
O75388,drug33750,0
P30988,drug47687,1
Q6IYF9,drug17943,0
O00222,drug27531,0
P25929,drug10149,1
O15354,drug40818,0
O14842,drug69839,1
P35414,drug36616,1
Q9Y5N1,drug30757,1
P32244,drug40154,0
Q9HBX9,drug16521,1
P34981,drug9478,0
P32240,drug49062,0
P49660,drug32340,0
P25116,drug27594,1
P41231,drug30274,1
P41594,drug65106,1
P41594,drug65807,1
P28335,drug49319,1
P55085,drug1664,0
P30874,drug24587,1
P41587,drug55346,0
P25105,drug9467,0
Q99705,drug37304,1
P34972,drug18425,1
P49238,drug10389,0
P41595,drug64184,0
Q14832,drug57210,0
P51677,drug46233,1
Q5NUL3,drug55896,0
P12657,drug9276,0
O14842,drug21956,1
Q62928,drug38531,0
P30872,drug64065,0
Q86Y34,drug59316,0
O08790,drug50936,0
Q9Y5N1,drug46002,1
P47898,drug15620,0
P32247,drug18898,1
Q63634,drug9879,0
P49682,drug23308,1
P08588,drug11946,1
Q99835,drug32632,1
O08790,drug41929,0
P35346,drug12535,1
P08913,drug32384,0
Q9NS67,drug29470,0
P49238,drug17061,0
Q9Z0U4,drug51791,0
P32249,drug22074,0
P59544,drug40421,0
P51582,drug18004,1
Q9HBX9,drug10646,1
P30559,drug48326,1
Q16602,drug19008,1
Q15077,drug40259,1
Q9ERC0,drug1356,0
O14842,drug23913,1
